Source,Target,Weight,Type
49.0_-1.0,49.0_-2.0,110.00,Directed
49.0_-1.0,49.0_0.0,110.00,Directed
49.0_-1.0,50.0_-2.0,155.56,Directed
49.0_-1.0,50.0_-1.0,110.00,Directed
49.0_-1.0,50.0_0.0,155.56,Directed
33.0_131.0,32.0_130.0,155.56,Directed
33.0_131.0,32.0_132.0,155.56,Directed
33.0_131.0,33.0_130.0,110.00,Directed
33.0_131.0,33.0_132.0,110.00,Directed
33.0_131.0,34.0_130.0,155.56,Directed
33.0_131.0,34.0_131.0,110.00,Directed
33.0_131.0,34.0_132.0,155.56,Directed
32.0_-75.0,31.0_-76.0,155.56,Directed
32.0_-75.0,31.0_-75.0,110.00,Directed
32.0_-75.0,31.0_-74.0,155.56,Directed
32.0_-75.0,32.0_-76.0,110.00,Directed
32.0_-75.0,32.0_-74.0,110.00,Directed
25.0_-129.0,24.0_-130.0,155.56,Directed
25.0_-129.0,24.0_-129.0,110.00,Directed
25.0_-129.0,24.0_-128.0,155.56,Directed
25.0_-129.0,25.0_-130.0,110.00,Directed
25.0_-129.0,25.0_-128.0,110.00,Directed
25.0_-129.0,26.0_-130.0,155.56,Directed
35.0_142.0,35.0_141.0,110.00,Directed
35.0_142.0,36.0_141.0,155.56,Directed
35.0_142.0,36.0_142.0,110.00,Directed
35.0_142.0,36.0_143.0,155.56,Directed
-14.0_-147.0,-15.0_-148.0,155.56,Directed
-14.0_-147.0,-15.0_-147.0,110.00,Directed
-14.0_-147.0,-15.0_-146.0,155.56,Directed
-14.0_-147.0,-14.0_-146.0,110.00,Directed
-14.0_-147.0,-13.0_-148.0,155.56,Directed
-14.0_-147.0,-13.0_-147.0,110.00,Directed
-14.0_-147.0,-13.0_-146.0,155.56,Directed
18.0_-68.0,17.0_-69.0,155.56,Directed
18.0_-68.0,17.0_-68.0,110.00,Directed
18.0_-68.0,17.0_-67.0,155.56,Directed
18.0_-68.0,18.0_-69.0,110.00,Directed
18.0_-68.0,19.0_-69.0,155.56,Directed
18.0_-68.0,19.0_-67.0,155.56,Directed
12.0_-114.0,11.0_-115.0,155.56,Directed
12.0_-114.0,12.0_-115.0,110.00,Directed
12.0_-114.0,12.0_-113.0,110.00,Directed
12.0_-114.0,13.0_-114.0,110.00,Directed
12.0_-114.0,13.0_-113.0,155.56,Directed
-27.0_-39.0,-27.0_-40.0,110.00,Directed
-27.0_-39.0,-27.0_-38.0,110.00,Directed
25.0_-74.0,24.0_-75.0,155.56,Directed
25.0_-74.0,24.0_-74.0,110.00,Directed
25.0_-74.0,24.0_-73.0,155.56,Directed
25.0_-74.0,25.0_-75.0,110.00,Directed
25.0_-74.0,25.0_-73.0,110.00,Directed
25.0_-74.0,26.0_-75.0,155.56,Directed
25.0_-74.0,26.0_-74.0,110.00,Directed
25.0_-74.0,26.0_-73.0,155.56,Directed
55.0_-5.0,54.0_-6.0,155.56,Directed
55.0_-5.0,54.0_-5.0,110.00,Directed
55.0_-5.0,54.0_-4.0,155.56,Directed
55.0_-5.0,55.0_-6.0,110.00,Directed
55.0_-5.0,56.0_-6.0,155.56,Directed
55.0_-5.0,56.0_-5.0,110.00,Directed
55.0_-5.0,56.0_-4.0,155.56,Directed
45.0_-84.0,44.0_-83.0,155.56,Directed
45.0_-84.0,45.0_-85.0,110.00,Directed
45.0_-84.0,46.0_-85.0,155.56,Directed
-11.0_-143.0,-12.0_-144.0,155.56,Directed
-11.0_-143.0,-12.0_-143.0,110.00,Directed
-11.0_-143.0,-12.0_-142.0,155.56,Directed
-11.0_-143.0,-11.0_-144.0,110.00,Directed
-11.0_-143.0,-11.0_-142.0,110.00,Directed
-11.0_-143.0,-10.0_-143.0,110.00,Directed
-11.0_-143.0,-10.0_-142.0,155.56,Directed
44.0_-41.0,44.0_-42.0,110.00,Directed
27.0_-72.0,26.0_-73.0,155.56,Directed
27.0_-72.0,26.0_-72.0,110.00,Directed
27.0_-72.0,26.0_-71.0,155.56,Directed
27.0_-72.0,27.0_-73.0,110.00,Directed
27.0_-72.0,27.0_-71.0,110.00,Directed
27.0_-72.0,28.0_-73.0,155.56,Directed
27.0_-72.0,28.0_-72.0,110.00,Directed
27.0_-72.0,28.0_-71.0,155.56,Directed
11.0_-159.0,10.0_-160.0,155.56,Directed
11.0_-159.0,10.0_-159.0,110.00,Directed
11.0_-159.0,10.0_-158.0,155.56,Directed
11.0_-159.0,11.0_-160.0,110.00,Directed
11.0_-159.0,11.0_-158.0,110.00,Directed
11.0_-159.0,12.0_-160.0,155.56,Directed
11.0_-159.0,12.0_-159.0,110.00,Directed
11.0_-159.0,12.0_-158.0,155.56,Directed
38.0_-70.0,37.0_-70.0,110.00,Directed
38.0_-70.0,37.0_-69.0,155.56,Directed
38.0_-70.0,38.0_-71.0,110.00,Directed
38.0_-70.0,38.0_-69.0,110.00,Directed
38.0_-70.0,39.0_-71.0,155.56,Directed
38.0_-70.0,39.0_-70.0,110.00,Directed
38.0_-70.0,39.0_-69.0,155.56,Directed
18.0_-109.0,17.0_-110.0,155.56,Directed
18.0_-109.0,17.0_-109.0,110.00,Directed
18.0_-109.0,18.0_-110.0,110.00,Directed
18.0_-109.0,18.0_-108.0,110.00,Directed
18.0_-109.0,19.0_-110.0,155.56,Directed
18.0_-109.0,19.0_-109.0,110.00,Directed
18.0_-109.0,19.0_-108.0,155.56,Directed
29.0_-66.0,28.0_-67.0,155.56,Directed
29.0_-66.0,28.0_-66.0,110.00,Directed
29.0_-66.0,28.0_-65.0,155.56,Directed
29.0_-66.0,29.0_-67.0,110.00,Directed
29.0_-66.0,29.0_-65.0,110.00,Directed
29.0_-66.0,30.0_-67.0,155.56,Directed
29.0_-66.0,30.0_-66.0,110.00,Directed
29.0_-66.0,30.0_-65.0,155.56,Directed
37.0_136.0,36.0_135.0,155.56,Directed
37.0_136.0,36.0_136.0,110.00,Directed
37.0_136.0,36.0_137.0,155.56,Directed
37.0_136.0,37.0_135.0,110.00,Directed
37.0_136.0,37.0_137.0,110.00,Directed
37.0_136.0,38.0_135.0,155.56,Directed
37.0_136.0,38.0_136.0,110.00,Directed
37.0_136.0,38.0_137.0,155.56,Directed
29.0_140.0,28.0_140.0,110.00,Directed
29.0_140.0,30.0_140.0,110.00,Directed
30.0_129.0,29.0_128.0,155.56,Directed
30.0_129.0,29.0_129.0,110.00,Directed
30.0_129.0,30.0_128.0,110.00,Directed
30.0_129.0,30.0_130.0,110.00,Directed
30.0_129.0,31.0_128.0,155.56,Directed
30.0_129.0,31.0_129.0,110.00,Directed
30.0_129.0,31.0_130.0,155.56,Directed
-9.0_-138.0,-10.0_-139.0,155.56,Directed
-9.0_-138.0,-10.0_-138.0,110.00,Directed
-9.0_-138.0,-10.0_-137.0,155.56,Directed
-9.0_-138.0,-9.0_-139.0,110.00,Directed
-9.0_-138.0,-8.0_-138.0,110.00,Directed
-9.0_-138.0,-8.0_-137.0,155.56,Directed
22.0_133.0,21.0_133.0,110.00,Directed
22.0_133.0,22.0_134.0,110.00,Directed
22.0_133.0,23.0_134.0,155.56,Directed
13.0_-161.0,12.0_-162.0,155.56,Directed
13.0_-161.0,12.0_-160.0,155.56,Directed
13.0_-161.0,13.0_-160.0,110.00,Directed
13.0_-161.0,14.0_-162.0,155.56,Directed
13.0_-161.0,14.0_-161.0,110.00,Directed
13.0_-161.0,14.0_-160.0,155.56,Directed
12.0_-65.0,11.0_-66.0,155.56,Directed
12.0_-65.0,11.0_-65.0,110.00,Directed
12.0_-65.0,11.0_-64.0,155.56,Directed
12.0_-65.0,12.0_-66.0,110.00,Directed
12.0_-65.0,12.0_-64.0,110.00,Directed
12.0_-65.0,13.0_-66.0,155.56,Directed
12.0_-65.0,13.0_-65.0,110.00,Directed
12.0_-65.0,13.0_-64.0,155.56,Directed
-34.0_1.0,-35.0_0.0,155.56,Directed
-34.0_1.0,-34.0_0.0,110.00,Directed
-34.0_1.0,-34.0_2.0,110.00,Directed
-39.0_154.0,-40.0_153.0,155.56,Directed
-39.0_154.0,-38.0_153.0,155.56,Directed
-39.0_154.0,-38.0_154.0,110.00,Directed
28.0_-160.0,27.0_-160.0,110.00,Directed
28.0_-160.0,27.0_-159.0,155.56,Directed
28.0_-160.0,28.0_-161.0,110.00,Directed
28.0_-160.0,29.0_-161.0,155.56,Directed
28.0_-160.0,29.0_-160.0,110.00,Directed
28.0_-160.0,29.0_-159.0,155.56,Directed
7.0_-161.0,6.0_-162.0,155.56,Directed
7.0_-161.0,6.0_-161.0,110.00,Directed
7.0_-161.0,7.0_-162.0,110.00,Directed
7.0_-161.0,8.0_-162.0,155.56,Directed
7.0_-161.0,8.0_-161.0,110.00,Directed
0.0_-158.0,-1.0_-159.0,155.56,Directed
0.0_-158.0,-1.0_-158.0,110.00,Directed
0.0_-158.0,-1.0_-157.0,155.56,Directed
0.0_-158.0,0.0_-159.0,110.00,Directed
0.0_-158.0,0.0_-157.0,110.00,Directed
0.0_-158.0,1.0_-159.0,155.56,Directed
0.0_-158.0,1.0_-158.0,110.00,Directed
0.0_-158.0,1.0_-157.0,155.56,Directed
9.0_-123.0,8.0_-124.0,155.56,Directed
9.0_-123.0,8.0_-122.0,155.56,Directed
9.0_-123.0,9.0_-122.0,110.00,Directed
9.0_-123.0,10.0_-122.0,155.56,Directed
17.0_-102.0,17.0_-103.0,110.00,Directed
-14.0_89.0,-15.0_89.0,110.00,Directed
-14.0_89.0,-13.0_88.0,155.56,Directed
16.0_-152.0,15.0_-153.0,155.56,Directed
16.0_-152.0,15.0_-152.0,110.00,Directed
16.0_-152.0,15.0_-151.0,155.56,Directed
16.0_-152.0,16.0_-151.0,110.00,Directed
16.0_-152.0,17.0_-153.0,155.56,Directed
16.0_-152.0,17.0_-152.0,110.00,Directed
16.0_-152.0,17.0_-151.0,155.56,Directed
31.0_128.0,30.0_127.0,155.56,Directed
31.0_128.0,30.0_128.0,110.00,Directed
31.0_128.0,30.0_129.0,155.56,Directed
31.0_128.0,31.0_127.0,110.00,Directed
31.0_128.0,31.0_129.0,110.00,Directed
31.0_128.0,32.0_127.0,155.56,Directed
31.0_128.0,32.0_128.0,110.00,Directed
31.0_128.0,32.0_129.0,155.56,Directed
24.0_-57.0,23.0_-58.0,155.56,Directed
24.0_-57.0,23.0_-57.0,110.00,Directed
24.0_-57.0,24.0_-58.0,110.00,Directed
24.0_-57.0,25.0_-58.0,155.56,Directed
24.0_-57.0,25.0_-57.0,110.00,Directed
24.0_-57.0,25.0_-56.0,155.56,Directed
33.0_-61.0,32.0_-62.0,155.56,Directed
33.0_-61.0,32.0_-61.0,110.00,Directed
33.0_-61.0,33.0_-62.0,110.00,Directed
33.0_-61.0,33.0_-60.0,110.00,Directed
33.0_-61.0,34.0_-62.0,155.56,Directed
33.0_-61.0,34.0_-61.0,110.00,Directed
33.0_-61.0,34.0_-60.0,155.56,Directed
32.0_127.0,31.0_126.0,155.56,Directed
32.0_127.0,31.0_127.0,110.00,Directed
32.0_127.0,31.0_128.0,155.56,Directed
32.0_127.0,32.0_128.0,110.00,Directed
32.0_127.0,33.0_128.0,155.56,Directed
23.0_-58.0,22.0_-59.0,155.56,Directed
23.0_-58.0,22.0_-58.0,110.00,Directed
23.0_-58.0,22.0_-57.0,155.56,Directed
23.0_-58.0,23.0_-59.0,110.00,Directed
23.0_-58.0,23.0_-57.0,110.00,Directed
23.0_-58.0,24.0_-59.0,155.56,Directed
23.0_-58.0,24.0_-58.0,110.00,Directed
23.0_-58.0,24.0_-57.0,155.56,Directed
32.0_-62.0,31.0_-63.0,155.56,Directed
32.0_-62.0,31.0_-62.0,110.00,Directed
32.0_-62.0,31.0_-61.0,155.56,Directed
32.0_-62.0,32.0_-63.0,110.00,Directed
32.0_-62.0,32.0_-61.0,110.00,Directed
32.0_-62.0,33.0_-63.0,155.56,Directed
32.0_-62.0,33.0_-62.0,110.00,Directed
32.0_-62.0,33.0_-61.0,155.56,Directed
11.0_-133.0,10.0_-134.0,155.56,Directed
11.0_-133.0,10.0_-133.0,110.00,Directed
11.0_-133.0,10.0_-132.0,155.56,Directed
11.0_-133.0,11.0_-134.0,110.00,Directed
11.0_-133.0,12.0_-134.0,155.56,Directed
11.0_-133.0,12.0_-133.0,110.00,Directed
-3.0_-156.0,-4.0_-157.0,155.56,Directed
-3.0_-156.0,-4.0_-156.0,110.00,Directed
-3.0_-156.0,-2.0_-157.0,155.56,Directed
34.0_-133.0,33.0_-134.0,155.56,Directed
34.0_-133.0,33.0_-133.0,110.00,Directed
34.0_-133.0,33.0_-132.0,155.56,Directed
34.0_-133.0,35.0_-133.0,110.00,Directed
21.0_-82.0,20.0_-82.0,110.00,Directed
21.0_-82.0,20.0_-81.0,155.56,Directed
21.0_-82.0,21.0_-83.0,110.00,Directed
42.0_-69.0,41.0_-70.0,155.56,Directed
42.0_-69.0,41.0_-69.0,110.00,Directed
42.0_-69.0,41.0_-68.0,155.56,Directed
42.0_-69.0,42.0_-70.0,110.00,Directed
42.0_-69.0,42.0_-68.0,110.00,Directed
42.0_-69.0,43.0_-70.0,155.56,Directed
42.0_-69.0,43.0_-69.0,110.00,Directed
42.0_-69.0,43.0_-68.0,155.56,Directed
31.0_-155.0,30.0_-156.0,155.56,Directed
31.0_-155.0,30.0_-155.0,110.00,Directed
31.0_-155.0,30.0_-154.0,155.56,Directed
31.0_-155.0,31.0_-156.0,110.00,Directed
31.0_-155.0,32.0_-156.0,155.56,Directed
31.0_-155.0,32.0_-155.0,110.00,Directed
42.0_-134.0,42.0_-135.0,110.00,Directed
42.0_-134.0,43.0_-135.0,155.56,Directed
42.0_9.0,41.0_8.0,155.56,Directed
42.0_9.0,41.0_9.0,110.00,Directed
42.0_9.0,42.0_8.0,110.00,Directed
42.0_9.0,42.0_10.0,110.00,Directed
42.0_9.0,43.0_8.0,155.56,Directed
42.0_9.0,43.0_9.0,110.00,Directed
0.0_-132.0,-1.0_-133.0,155.56,Directed
0.0_-132.0,-1.0_-131.0,155.56,Directed
0.0_-132.0,0.0_-131.0,110.00,Directed
29.0_-79.0,28.0_-80.0,155.56,Directed
29.0_-79.0,28.0_-79.0,110.00,Directed
29.0_-79.0,28.0_-78.0,155.56,Directed
29.0_-79.0,29.0_-80.0,110.00,Directed
29.0_-79.0,29.0_-78.0,110.00,Directed
29.0_-79.0,30.0_-80.0,155.56,Directed
29.0_-79.0,30.0_-79.0,110.00,Directed
29.0_-79.0,30.0_-78.0,155.56,Directed
16.0_131.0,15.0_131.0,110.00,Directed
16.0_131.0,16.0_132.0,110.00,Directed
16.0_131.0,17.0_131.0,110.00,Directed
16.0_131.0,17.0_132.0,155.56,Directed
58.0_-14.0,57.0_-15.0,155.56,Directed
58.0_-14.0,58.0_-15.0,110.00,Directed
15.0_-118.0,14.0_-119.0,155.56,Directed
15.0_-118.0,14.0_-118.0,110.00,Directed
15.0_-118.0,15.0_-117.0,110.00,Directed
15.0_-118.0,16.0_-117.0,155.56,Directed
17.0_-69.0,16.0_-70.0,155.56,Directed
17.0_-69.0,16.0_-69.0,110.00,Directed
17.0_-69.0,16.0_-68.0,155.56,Directed
17.0_-69.0,17.0_-70.0,110.00,Directed
17.0_-69.0,17.0_-68.0,110.00,Directed
17.0_-69.0,18.0_-69.0,110.00,Directed
17.0_-69.0,18.0_-68.0,155.56,Directed
-18.0_97.0,-19.0_96.0,155.56,Directed
-18.0_97.0,-18.0_98.0,110.00,Directed
-28.0_-104.0,-29.0_-105.0,155.56,Directed
-28.0_-104.0,-29.0_-104.0,110.00,Directed
-28.0_-104.0,-29.0_-103.0,155.56,Directed
26.0_-73.0,25.0_-74.0,155.56,Directed
26.0_-73.0,25.0_-73.0,110.00,Directed
26.0_-73.0,25.0_-72.0,155.56,Directed
26.0_-73.0,26.0_-74.0,110.00,Directed
26.0_-73.0,26.0_-72.0,110.00,Directed
26.0_-73.0,27.0_-74.0,155.56,Directed
26.0_-73.0,27.0_-73.0,110.00,Directed
26.0_-73.0,27.0_-72.0,155.56,Directed
19.0_-130.0,18.0_-131.0,155.56,Directed
19.0_-130.0,18.0_-130.0,110.00,Directed
19.0_-130.0,19.0_-131.0,110.00,Directed
19.0_-130.0,20.0_-130.0,110.00,Directed
-13.0_86.0,-14.0_87.0,155.56,Directed
-13.0_86.0,-13.0_85.0,110.00,Directed
-13.0_86.0,-13.0_87.0,110.00,Directed
-13.0_86.0,-12.0_85.0,155.56,Directed
-13.0_86.0,-12.0_86.0,110.00,Directed
-13.0_86.0,-12.0_87.0,155.56,Directed
17.0_-159.0,16.0_-160.0,155.56,Directed
17.0_-159.0,16.0_-159.0,110.00,Directed
17.0_-159.0,16.0_-158.0,155.56,Directed
17.0_-159.0,17.0_-160.0,110.00,Directed
17.0_-159.0,17.0_-158.0,110.00,Directed
17.0_-159.0,18.0_-160.0,155.56,Directed
17.0_-159.0,18.0_-159.0,110.00,Directed
17.0_-159.0,18.0_-158.0,155.56,Directed
32.0_-136.0,32.0_-137.0,110.00,Directed
32.0_-136.0,32.0_-135.0,110.00,Directed
32.0_-136.0,33.0_-137.0,155.56,Directed
32.0_-136.0,33.0_-136.0,110.00,Directed
32.0_-136.0,33.0_-135.0,155.56,Directed
38.0_135.0,37.0_134.0,155.56,Directed
38.0_135.0,37.0_135.0,110.00,Directed
38.0_135.0,37.0_136.0,155.56,Directed
38.0_135.0,38.0_136.0,110.00,Directed
38.0_135.0,39.0_135.0,110.00,Directed
73.0_129.0,73.0_130.0,110.00,Directed
73.0_129.0,74.0_129.0,110.00,Directed
36.0_-161.0,37.0_-160.0,155.56,Directed
44.0_9.0,43.0_8.0,155.56,Directed
44.0_9.0,43.0_9.0,110.00,Directed
44.0_9.0,44.0_8.0,110.00,Directed
-11.0_-156.0,-12.0_-155.0,155.56,Directed
-11.0_-156.0,-10.0_-156.0,110.00,Directed
-11.0_-156.0,-10.0_-155.0,155.56,Directed
-9.0_87.0,-10.0_86.0,155.56,Directed
-9.0_87.0,-10.0_87.0,110.00,Directed
-9.0_87.0,-10.0_88.0,155.56,Directed
36.0_-67.0,35.0_-68.0,155.56,Directed
36.0_-67.0,35.0_-67.0,110.00,Directed
36.0_-67.0,35.0_-66.0,155.56,Directed
36.0_-67.0,36.0_-68.0,110.00,Directed
36.0_-67.0,36.0_-66.0,110.00,Directed
36.0_-67.0,37.0_-68.0,155.56,Directed
36.0_-67.0,37.0_-67.0,110.00,Directed
36.0_-67.0,37.0_-66.0,155.56,Directed
-34.0_-80.0,-35.0_-80.0,110.00,Directed
-34.0_-80.0,-35.0_-79.0,155.56,Directed
-34.0_-80.0,-33.0_-80.0,110.00,Directed
-34.0_-80.0,-33.0_-79.0,155.56,Directed
6.0_-158.0,5.0_-159.0,155.56,Directed
6.0_-158.0,5.0_-158.0,110.00,Directed
6.0_-158.0,5.0_-157.0,155.56,Directed
6.0_-158.0,6.0_-159.0,110.00,Directed
6.0_-158.0,6.0_-157.0,110.00,Directed
6.0_-158.0,7.0_-159.0,155.56,Directed
6.0_-158.0,7.0_-158.0,110.00,Directed
6.0_-158.0,7.0_-157.0,155.56,Directed
-13.0_-140.0,-12.0_-139.0,155.56,Directed
27.0_-157.0,26.0_-158.0,155.56,Directed
27.0_-157.0,26.0_-157.0,110.00,Directed
27.0_-157.0,27.0_-158.0,110.00,Directed
27.0_-157.0,28.0_-158.0,155.56,Directed
27.0_-157.0,28.0_-157.0,110.00,Directed
39.0_121.0,39.0_120.0,110.00,Directed
39.0_121.0,40.0_120.0,155.56,Directed
39.0_121.0,40.0_121.0,110.00,Directed
44.0_-3.0,43.0_-4.0,155.56,Directed
44.0_-3.0,43.0_-3.0,110.00,Directed
44.0_-3.0,43.0_-2.0,155.56,Directed
44.0_-3.0,44.0_-2.0,110.00,Directed
44.0_-3.0,45.0_-4.0,155.56,Directed
44.0_-3.0,45.0_-3.0,110.00,Directed
44.0_-3.0,45.0_-2.0,155.56,Directed
24.0_-74.0,23.0_-75.0,155.56,Directed
24.0_-74.0,23.0_-74.0,110.00,Directed
24.0_-74.0,23.0_-73.0,155.56,Directed
24.0_-74.0,24.0_-75.0,110.00,Directed
24.0_-74.0,24.0_-73.0,110.00,Directed
24.0_-74.0,25.0_-75.0,155.56,Directed
24.0_-74.0,25.0_-74.0,110.00,Directed
24.0_-74.0,25.0_-73.0,155.56,Directed
49.0_-5.0,48.0_-6.0,155.56,Directed
49.0_-5.0,48.0_-5.0,110.00,Directed
49.0_-5.0,49.0_-6.0,110.00,Directed
49.0_-5.0,50.0_-5.0,110.00,Directed
32.0_-118.0,31.0_-119.0,155.56,Directed
32.0_-118.0,31.0_-118.0,110.00,Directed
32.0_-118.0,32.0_-119.0,110.00,Directed
32.0_-118.0,33.0_-119.0,155.56,Directed
32.0_-118.0,33.0_-118.0,110.00,Directed
43.0_131.0,42.0_130.0,155.56,Directed
43.0_131.0,42.0_131.0,110.00,Directed
43.0_131.0,42.0_132.0,155.56,Directed
43.0_131.0,43.0_132.0,110.00,Directed
22.0_141.0,21.0_141.0,110.00,Directed
22.0_141.0,23.0_141.0,110.00,Directed
17.0_-161.0,16.0_-161.0,110.00,Directed
17.0_-161.0,16.0_-160.0,155.56,Directed
17.0_-161.0,17.0_-160.0,110.00,Directed
17.0_-161.0,18.0_-160.0,155.56,Directed
-18.0_-151.0,-18.0_-152.0,110.00,Directed
-18.0_-151.0,-18.0_-150.0,110.00,Directed
-18.0_-151.0,-17.0_-152.0,155.56,Directed
-18.0_-151.0,-17.0_-151.0,110.00,Directed
-18.0_-151.0,-17.0_-150.0,155.56,Directed
30.0_-47.0,29.0_-47.0,110.00,Directed
30.0_-47.0,29.0_-46.0,155.56,Directed
30.0_-47.0,31.0_-48.0,155.56,Directed
-29.0_-104.0,-29.0_-105.0,110.00,Directed
-29.0_-104.0,-29.0_-103.0,110.00,Directed
-29.0_-104.0,-28.0_-104.0,110.00,Directed
-8.0_-155.0,-9.0_-156.0,155.56,Directed
-8.0_-155.0,-8.0_-154.0,110.00,Directed
-8.0_-155.0,-7.0_-156.0,155.56,Directed
-8.0_-155.0,-7.0_-155.0,110.00,Directed
-8.0_-155.0,-7.0_-154.0,155.56,Directed
7.0_96.0,6.0_95.0,155.56,Directed
54.0_-15.0,53.0_-16.0,155.56,Directed
54.0_-15.0,53.0_-15.0,110.00,Directed
54.0_-15.0,53.0_-14.0,155.56,Directed
54.0_-15.0,54.0_-16.0,110.00,Directed
54.0_-15.0,54.0_-14.0,110.00,Directed
-33.0_-12.0,-34.0_-13.0,155.56,Directed
-33.0_-12.0,-33.0_-11.0,110.00,Directed
38.0_41.0,39.0_41.0,110.00,Directed
32.0_-171.0,31.0_-170.0,155.56,Directed
32.0_-171.0,32.0_-170.0,110.00,Directed
35.0_133.0,34.0_132.0,155.56,Directed
35.0_133.0,34.0_133.0,110.00,Directed
35.0_133.0,34.0_134.0,155.56,Directed
35.0_133.0,35.0_132.0,110.00,Directed
35.0_133.0,35.0_134.0,110.00,Directed
35.0_133.0,36.0_132.0,155.56,Directed
35.0_133.0,36.0_133.0,110.00,Directed
35.0_133.0,36.0_134.0,155.56,Directed
-12.0_90.0,-13.0_91.0,155.56,Directed
25.0_-80.0,24.0_-81.0,155.56,Directed
25.0_-80.0,24.0_-80.0,110.00,Directed
25.0_-80.0,25.0_-81.0,110.00,Directed
25.0_-80.0,25.0_-79.0,110.00,Directed
25.0_-80.0,26.0_-81.0,155.56,Directed
25.0_-80.0,26.0_-80.0,110.00,Directed
25.0_-80.0,26.0_-79.0,155.56,Directed
16.0_-76.0,15.0_-77.0,155.56,Directed
16.0_-76.0,15.0_-76.0,110.00,Directed
16.0_-76.0,15.0_-75.0,155.56,Directed
16.0_-76.0,16.0_-77.0,110.00,Directed
16.0_-76.0,16.0_-75.0,110.00,Directed
16.0_-76.0,17.0_-77.0,155.56,Directed
16.0_-76.0,17.0_-76.0,110.00,Directed
16.0_-76.0,17.0_-75.0,155.56,Directed
-40.0_153.0,-41.0_153.0,110.00,Directed
-40.0_153.0,-39.0_154.0,155.56,Directed
34.0_-142.0,33.0_-142.0,110.00,Directed
34.0_-142.0,33.0_-141.0,155.56,Directed
34.0_-142.0,34.0_-143.0,110.00,Directed
34.0_-142.0,34.0_-141.0,110.00,Directed
34.0_-142.0,35.0_-142.0,110.00,Directed
34.0_-142.0,35.0_-141.0,155.56,Directed
-10.0_88.0,-11.0_87.0,155.56,Directed
-10.0_88.0,-11.0_88.0,110.00,Directed
-10.0_88.0,-10.0_87.0,110.00,Directed
-10.0_88.0,-9.0_87.0,155.56,Directed
-10.0_88.0,-9.0_89.0,155.56,Directed
18.0_-131.0,17.0_-132.0,155.56,Directed
18.0_-131.0,17.0_-131.0,110.00,Directed
18.0_-131.0,17.0_-130.0,155.56,Directed
18.0_-131.0,18.0_-130.0,110.00,Directed
18.0_-131.0,19.0_-131.0,110.00,Directed
18.0_-131.0,19.0_-130.0,155.56,Directed
17.0_-82.0,16.0_-83.0,155.56,Directed
17.0_-82.0,16.0_-82.0,110.00,Directed
17.0_-82.0,16.0_-81.0,155.56,Directed
17.0_-82.0,17.0_-83.0,110.00,Directed
17.0_-82.0,17.0_-81.0,110.00,Directed
17.0_-82.0,18.0_-83.0,155.56,Directed
17.0_-82.0,18.0_-82.0,110.00,Directed
17.0_-82.0,18.0_-81.0,155.56,Directed
28.0_-127.0,27.0_-127.0,110.00,Directed
28.0_-127.0,28.0_-128.0,110.00,Directed
28.0_-127.0,28.0_-126.0,110.00,Directed
28.0_-127.0,29.0_-126.0,155.56,Directed
14.0_-60.0,13.0_-61.0,155.56,Directed
14.0_-60.0,13.0_-60.0,110.00,Directed
14.0_-60.0,13.0_-59.0,155.56,Directed
14.0_-60.0,14.0_-61.0,110.00,Directed
14.0_-60.0,14.0_-59.0,110.00,Directed
14.0_-60.0,15.0_-61.0,155.56,Directed
14.0_-60.0,15.0_-60.0,110.00,Directed
14.0_-60.0,15.0_-59.0,155.56,Directed
39.0_7.0,38.0_6.0,155.56,Directed
39.0_7.0,38.0_7.0,110.00,Directed
39.0_7.0,38.0_8.0,155.56,Directed
39.0_7.0,39.0_6.0,110.00,Directed
39.0_7.0,39.0_8.0,110.00,Directed
39.0_7.0,40.0_7.0,110.00,Directed
39.0_7.0,40.0_8.0,155.56,Directed
58.0_-12.0,57.0_-12.0,110.00,Directed
58.0_-12.0,57.0_-11.0,155.56,Directed
58.0_-12.0,58.0_-11.0,110.00,Directed
58.0_-12.0,59.0_-12.0,110.00,Directed
58.0_-12.0,59.0_-11.0,155.56,Directed
13.0_-153.0,13.0_-152.0,110.00,Directed
13.0_-153.0,14.0_-153.0,110.00,Directed
39.0_-133.0,38.0_-134.0,155.56,Directed
39.0_-133.0,38.0_-133.0,110.00,Directed
39.0_-133.0,39.0_-134.0,110.00,Directed
39.0_-133.0,39.0_-132.0,110.00,Directed
39.0_-133.0,40.0_-134.0,155.56,Directed
39.0_-133.0,40.0_-133.0,110.00,Directed
36.0_-126.0,35.0_-125.0,155.56,Directed
36.0_-126.0,36.0_-127.0,110.00,Directed
36.0_-126.0,36.0_-125.0,110.00,Directed
10.0_-146.0,9.0_-147.0,155.56,Directed
10.0_-146.0,9.0_-146.0,110.00,Directed
10.0_-146.0,10.0_-147.0,110.00,Directed
24.0_-61.0,23.0_-62.0,155.56,Directed
24.0_-61.0,23.0_-61.0,110.00,Directed
24.0_-61.0,23.0_-60.0,155.56,Directed
24.0_-61.0,24.0_-60.0,110.00,Directed
24.0_-61.0,25.0_-61.0,110.00,Directed
24.0_-61.0,25.0_-60.0,155.56,Directed
21.0_-165.0,20.0_-164.0,155.56,Directed
21.0_-165.0,21.0_-166.0,110.00,Directed
47.0_-145.0,48.0_-144.0,155.56,Directed
26.0_-130.0,25.0_-130.0,110.00,Directed
